town_code,grade,subject,fiscal_year,policy_year,delta_2018,exposure,delta_sd,delta_gcs,k,gcs_baseline,gcs_simulated,n_tests,town,resident_students,frpl_share,delta_nominal_per_student
1,3,mth,2019,1,-144.8626496133073,1,-0.00124219722043411,-0.0033511819687115324,2.6977857570317187,3.497912615803232,3.4945614338345203,25.0,Andover,440.52,0.14074275855806775,-147.4893307908835
1,3,rla,2019,1,-144.8626496133073,1,-0.00124219722043411,-0.004300716427049186,3.462184873949579,4.137821115168416,4.133520398741367,34.0,Andover,440.52,0.14074275855806775,-147.4893307908835
1,4,rla,2019,1,-144.8626496133073,1,-0.00124219722043411,-0.004231125546352598,3.406162464985994,4.607834709244338,4.603603583697986,24.0,Andover,440.52,0.14074275855806775,-147.4893307908835
1,5,rla,2019,1,-144.8626496133073,1,-0.00124219722043411,-0.004186587382706782,3.3703081232492997,6.12569787699433,6.1215112896116235,24.5,Andover,440.52,0.14074275855806775,-147.4893307908835
1,6,mth,2019,1,-144.8626496133073,1,-0.00124219722043411,-0.004073752703757585,3.279473369239977,8.361706039893576,8.35763228718982,20.0,Andover,440.52,0.14074275855806775,-147.4893307908835
1,3,mth,2020,2,102.06322781423869,2,-0.0003670050419270134,-0.0009901009748695254,2.6977857570317187,3.497912615803232,3.4969225148283622,25.0,Andover,412.02,0.17717586524925974,105.21576622494054
1,3,rla,2020,2,102.06322781423869,2,-0.0003670050419270134,-0.001270639304822937,3.462184873949579,4.137821115168416,4.136550475863593,34.0,Andover,412.02,0.17717586524925974,105.21576622494054
1,4,rla,2020,2,102.06322781423869,2,-0.0003670050419270134,-0.001250078798272404,3.406162464985994,4.607834709244338,4.606584630446066,24.0,Andover,412.02,0.17717586524925974,105.21576622494054
1,5,rla,2020,2,102.06322781423869,2,-0.0003670050419270134,-0.0012369200740800631,3.3703081232492997,6.12569787699433,6.12446095692025,24.5,Andover,412.02,0.17717586524925974,105.21576622494054
1,6,mth,2020,2,102.06322781423869,2,-0.0003670050419270134,-0.0012035832613764418,3.279473369239977,8.361706039893576,8.360502456632199,20.0,Andover,412.02,0.17717586524925974,105.21576622494054
