School Year,Type,DistrictName,Count*,Percent*
2021-22,Public Schools in Other Districts,Trumbull School District,33.0,3.6
2021-22,Public Schools in Other Districts,Unified School District #2,0.0,0.0
2021-22,Public Schools in Other Districts,Union School District,,
2021-22,Public Schools in Other Districts,Vernon School District,46.0,7.4
2021-22,Public Schools in Other Districts,Voluntown School District,17.0,32.7
2021-22,Public Schools in Other Districts,Wallingford School District,29.0,3.3
2021-22,Public Schools in Other Districts,Waterbury School District,141.0,3.9
2021-22,Public Schools in Other Districts,Waterford School District,30.0,7.7
2021-22,Public Schools in Other Districts,Watertown School District,21.0,5.0
2021-22,Public Schools in Other Districts,West Hartford School District,35.0,2.4
2021-22,Public Schools in Other Districts,West Haven School District,135.0,11.8
2021-22,Public Schools in Other Districts,Westbrook School District,,
2021-22,Public Schools in Other Districts,Weston School District,,
2021-22,Public Schools in Other Districts,Westport School District,11.0,1.5
2021-22,Public Schools in Other Districts,Wethersfield School District,35.0,6.7
2021-22,Public Schools in Other Districts,Willington School District,7.0,9.7
2021-22,Public Schools in Other Districts,Wilton School District,,
2021-22,Public Schools in Other Districts,Winchester School District,87.0,42.0
2021-22,Public Schools in Other Districts,Windham School District,28.0,4.7
2021-22,Public Schools in Other Districts,Windsor Locks School District,18.0,7.3
2021-22,Public Schools in Other Districts,Windsor School District,111.0,15.7
2021-22,Public Schools in Other Districts,Wolcott School District,9.0,2.7
2021-22,Public Schools in Other Districts,Woodbridge School District,0.0,0.0
2021-22,Public Schools in Other Districts,Woodstock School District,39.0,29.8
2020-21,Private Schools or Other Settings,Andover School District,,
2020-21,Private Schools or Other Settings,Ansonia School District,22.0,4.9
2020-21,Private Schools or Other Settings,Ashford School District,0.0,0.0
2020-21,Private Schools or Other Settings,Avon School District,16.0,4.9
2020-21,Private Schools or Other Settings,Barkhamsted School District,,
2020-21,Private Schools or Other Settings,Berlin School District,27.0,6.5
2020-21,Private Schools or Other Settings,Bethany School District,,
2020-21,Private Schools or Other Settings,Bethel School District,10.0,2.6
2020-21,Private Schools or Other Settings,Bloomfield School District,16.0,4.0
2020-21,Private Schools or Other Settings,Bolton School District,,
2020-21,Private Schools or Other Settings,Bozrah School District,,
2020-21,Private Schools or Other Settings,Branford School District,10.0,2.8
2020-21,Private Schools or Other Settings,Bridgeport School District,132.0,3.3
2020-21,Private Schools or Other Settings,Bristol School District,110.0,7.1
2020-21,Private Schools or Other Settings,Brookfield School District,15.0,4.1
2020-21,Private Schools or Other Settings,Brooklyn School District,13.0,7.9
2020-21,Private Schools or Other Settings,Canterbury School District,,
2020-21,Private Schools or Other Settings,Canton School District,17.0,8.0
2020-21,Private Schools or Other Settings,Chaplin School District,,
2020-21,Private Schools or Other Settings,Cheshire School District,14.0,2.7
2020-21,Private Schools or Other Settings,Chester School District,0.0,0.0
2020-21,Private Schools or Other Settings,Clinton School District,6.0,2.8
2020-21,Private Schools or Other Settings,Colchester School District,8.0,2.4
2020-21,Private Schools or Other Settings,Columbia School District,,
2020-21,Private Schools or Other Settings,Cornwall School District,0.0,0.0
2020-21,Private Schools or Other Settings,Coventry School District,,
2020-21,Private Schools or Other Settings,Cromwell School District,15.0,6.5
2020-21,Private Schools or Other Settings,Danbury School District,39.0,2.6
2020-21,Private Schools or Other Settings,Darien School District,28.0,3.7
2020-21,Private Schools or Other Settings,Deep River School District,0.0,0.0
2020-21,Private Schools or Other Settings,Department of Mental Health and Addiction Services,,
2020-21,Private Schools or Other Settings,Derby School District,8.0,2.9
2020-21,Private Schools or Other Settings,East Granby School District,8.0,6.3
2020-21,Private Schools or Other Settings,East Haddam School District,,
2020-21,Private Schools or Other Settings,East Hampton School District,,
2020-21,Private Schools or Other Settings,East Hartford School District,28.0,1.8
2020-21,Private Schools or Other Settings,East Haven School District,28.0,5.9
2020-21,Private Schools or Other Settings,East Lyme School District,6.0,1.5
2020-21,Private Schools or Other Settings,East Windsor School District,8.0,3.6
2020-21,Private Schools or Other Settings,Eastford School District,,
2020-21,Private Schools or Other Settings,Easton School District,,
2020-21,Private Schools or Other Settings,Ellington School District,,
2020-21,Private Schools or Other Settings,Enfield School District,36.0,4.1
2020-21,Private Schools or Other Settings,Essex School District,,
2020-21,Private Schools or Other Settings,Fairfield School District,57.0,4.2
2020-21,Private Schools or Other Settings,Farmington School District,14.0,2.9
2020-21,Private Schools or Other Settings,Franklin School District,,
2020-21,Private Schools or Other Settings,Glastonbury School District,19.0,3.0
2020-21,Private Schools or Other Settings,Granby School District,10.0,3.8
2020-21,Private Schools or Other Settings,Greenwich School District,19.0,1.8
2020-21,Private Schools or Other Settings,Griswold School District,11.0,4.1
2020-21,Private Schools or Other Settings,Groton School District,32.0,4.3
2020-21,Private Schools or Other Settings,Guilford School District,29.0,7.6
2020-21,Private Schools or Other Settings,Hamden School District,76.0,6.8
2020-21,Private Schools or Other Settings,Hampton School District,,
2020-21,Private Schools or Other Settings,Hartford School District,433.0,10.5
2020-21,Private Schools or Other Settings,Hartland School District,0.0,0.0
2020-21,Private Schools or Other Settings,Hebron School District,0.0,0.0
2020-21,Private Schools or Other Settings,Killingly School District,22.0,5.5
2020-21,Private Schools or Other Settings,Lebanon School District,9.0,6.2
2020-21,Private Schools or Other Settings,Ledyard School District,13.0,3.2
2020-21,Private Schools or Other Settings,Lisbon School District,,
2020-21,Private Schools or Other Settings,Litchfield School District,,
2020-21,Private Schools or Other Settings,Madison School District,15.0,4.2
2020-21,Private Schools or Other Settings,Manchester School District,64.0,5.8
2020-21,Private Schools or Other Settings,Mansfield School District,,
2020-21,Private Schools or Other Settings,Marlborough School District,,
2020-21,Private Schools or Other Settings,Meriden School District,53.0,3.1
2020-21,Private Schools or Other Settings,Middletown School District,93.0,14.2
2020-21,Private Schools or Other Settings,Milford School District,60.0,7.2
2020-21,Private Schools or Other Settings,Monroe School District,14.0,3.3
2020-21,Private Schools or Other Settings,Montville School District,19.0,5.2
2020-21,Private Schools or Other Settings,Naugatuck School District,13.0,1.7
2020-21,Private Schools or Other Settings,New Britain School District,54.0,2.4
2020-21,Private Schools or Other Settings,New Canaan School District,13.0,2.6
2020-21,Private Schools or Other Settings,New Fairfield School District,9.0,2.9
2020-21,Private Schools or Other Settings,New Hartford School District,,
2020-21,Private Schools or Other Settings,New Haven School District,115.0,3.6
2020-21,Private Schools or Other Settings,New London School District,50.0,7.4
2020-21,Private Schools or Other Settings,New Milford School District,32.0,5.6
2020-21,Private Schools or Other Settings,Newington School District,26.0,4.4
2020-21,Private Schools or Other Settings,Newtown School District,23.0,4.0
2020-21,Private Schools or Other Settings,North Branford School District,8.0,3.3
2020-21,Private Schools or Other Settings,North Canaan School District,0.0,0.0
2020-21,Private Schools or Other Settings,North Haven School District,20.0,5.3
2020-21,Private Schools or Other Settings,North Stonington School District,,
2020-21,Private Schools or Other Settings,Norwalk School District,56.0,3.3
2020-21,Private Schools or Other Settings,Norwich School District,102.0,10.6
2020-21,Private Schools or Other Settings,Old Saybrook School District,10.0,6.3
2020-21,Private Schools or Other Settings,Orange School District,,
2020-21,Private Schools or Other Settings,Oxford School District,10.0,5.0
2020-21,Private Schools or Other Settings,Plainfield School District,17.0,5.1
2020-21,Private Schools or Other Settings,Plainville School District,17.0,5.6
2020-21,Private Schools or Other Settings,Plymouth School District,11.0,4.7
2020-21,Private Schools or Other Settings,Pomfret School District,12.0,16.2
2020-21,Private Schools or Other Settings,Portland School District,11.0,5.9
2020-21,Private Schools or Other Settings,Preston School District,,
2020-21,Private Schools or Other Settings,Putnam School District,18.0,8.1
2020-21,Private Schools or Other Settings,Redding School District,,
2020-21,Private Schools or Other Settings,Regional School District 01,,
2020-21,Private Schools or Other Settings,Regional School District 04,9.0,5.1
2020-21,Private Schools or Other Settings,Regional School District 05,17.0,5.8
2020-21,Private Schools or Other Settings,Regional School District 06,,
2020-21,Private Schools or Other Settings,Regional School District 07,9.0,5.3
2020-21,Private Schools or Other Settings,Regional School District 08,11.0,5.6
2020-21,Private Schools or Other Settings,Regional School District 09,8.0,6.7
2020-21,Private Schools or Other Settings,Regional School District 10,13.0,4.7
2020-21,Private Schools or Other Settings,Regional School District 11,,
2020-21,Private Schools or Other Settings,Regional School District 12,23.0,22.5
2020-21,Private Schools or Other Settings,Regional School District 13,,
2020-21,Private Schools or Other Settings,Regional School District 14,6.0,2.8
2020-21,Private Schools or Other Settings,Regional School District 15,30.0,4.9
2020-21,Private Schools or Other Settings,Regional School District 16,10.0,4.0
2020-21,Private Schools or Other Settings,Regional School District 17,16.0,5.4
2020-21,Private Schools or Other Settings,Regional School District 18,,
2020-21,Private Schools or Other Settings,Regional School District 19,11.0,6.7
2020-21,Private Schools or Other Settings,Ridgefield School District,35.0,5.4
2020-21,Private Schools or Other Settings,Rocky Hill School District,,
2020-21,Private Schools or Other Settings,Salem School District,,
2020-21,Private Schools or Other Settings,Salisbury School District,0.0,0.0
2020-21,Private Schools or Other Settings,Scotland School District,0.0,0.0
2020-21,Private Schools or Other Settings,Seymour School District,17.0,5.4
2020-21,Private Schools or Other Settings,Sharon School District,0.0,0.0
2020-21,Private Schools or Other Settings,Shelton School District,15.0,2.3
2020-21,Private Schools or Other Settings,Sherman School District,,
2020-21,Private Schools or Other Settings,Simsbury School District,58.0,9.7
2020-21,Private Schools or Other Settings,Somers School District,,
2020-21,Private Schools or Other Settings,South Windsor School District,20.0,3.4
2020-21,Private Schools or Other Settings,Southington School District,38.0,4.2
2020-21,Private Schools or Other Settings,Sprague School District,7.0,10.1
2020-21,Private Schools or Other Settings,Stafford School District,14.0,6.7
2020-21,Private Schools or Other Settings,Stamford School District,117.0,5.1
2020-21,Private Schools or Other Settings,State Total,3818.0,4.8
2020-21,Private Schools or Other Settings,Sterling School District,,
2020-21,Private Schools or Other Settings,Stonington School District,32.0,10.8
2020-21,Private Schools or Other Settings,Stratford School District,74.0,6.9
2020-21,Private Schools or Other Settings,Suffield School District,15.0,5.7
2020-21,Private Schools or Other Settings,Thomaston School District,,
2020-21,Private Schools or Other Settings,Thompson School District,20.0,11.0
2020-21,Private Schools or Other Settings,Tolland School District,8.0,2.5
2020-21,Private Schools or Other Settings,Torrington School District,63.0,8.3
2020-21,Private Schools or Other Settings,Trumbull School District,29.0,3.4
2020-21,Private Schools or Other Settings,Unified School District #2,23.0,36.5
2020-21,Private Schools or Other Settings,Union School District,0.0,0.0
2020-21,Private Schools or Other Settings,Vernon School District,16.0,2.9
2020-21,Private Schools or Other Settings,Voluntown School District,,
2020-21,Private Schools or Other Settings,Wallingford School District,40.0,4.6
2020-21,Private Schools or Other Settings,Waterbury School District,136.0,3.8
2020-21,Private Schools or Other Settings,Waterford School District,20.0,5.2
2020-21,Private Schools or Other Settings,Watertown School District,34.0,8.2
2020-21,Private Schools or Other Settings,West Hartford School District,126.0,9.3
2020-21,Private Schools or Other Settings,West Haven School District,73.0,6.6
2020-21,Private Schools or Other Settings,Westbrook School District,7.0,7.7
2020-21,Private Schools or Other Settings,Weston School District,9.0,3.5
2020-21,Private Schools or Other Settings,Westport School District,23.0,3.4
2020-21,Private Schools or Other Settings,Wethersfield School District,32.0,6.2
2020-21,Private Schools or Other Settings,Willington School District,,
2020-21,Private Schools or Other Settings,Wilton School District,22.0,3.8
2020-21,Private Schools or Other Settings,Winchester School District,15.0,6.9
2020-21,Private Schools or Other Settings,Windham School District,22.0,3.5
2020-21,Private Schools or Other Settings,Windsor Locks School District,14.0,5.6
2020-21,Private Schools or Other Settings,Windsor School District,51.0,7.2
2020-21,Private Schools or Other Settings,Wolcott School District,9.0,3.0
2020-21,Private Schools or Other Settings,Woodbridge School District,,
2020-21,Private Schools or Other Settings,Woodstock School District,,
2020-21,Public Schools in Other Districts,Andover School District,,
2020-21,Public Schools in Other Districts,Ansonia School District,55.0,12.2
2020-21,Public Schools in Other Districts,Ashford School District,,
2020-21,Public Schools in Other Districts,Avon School District,17.0,5.2
2020-21,Public Schools in Other Districts,Barkhamsted School District,,
2020-21,Public Schools in Other Districts,Berlin School District,14.0,3.4
2020-21,Public Schools in Other Districts,Bethany School District,,
2020-21,Public Schools in Other Districts,Bethel School District,8.0,2.1
2020-21,Public Schools in Other Districts,Bloomfield School District,81.0,20.1
2020-21,Public Schools in Other Districts,Bolton School District,,
2020-21,Public Schools in Other Districts,Bozrah School District,14.0,33.3
2020-21,Public Schools in Other Districts,Branford School District,23.0,6.4
2020-21,Public Schools in Other Districts,Bridgeport School District,609.0,15.1
2020-21,Public Schools in Other Districts,Bristol School District,75.0,4.8
2020-21,Public Schools in Other Districts,Brookfield School District,13.0,3.6
2020-21,Public Schools in Other Districts,Brooklyn School District,46.0,28.0
2020-21,Public Schools in Other Districts,Canterbury School District,30.0,41.1
2020-21,Public Schools in Other Districts,Canton School District,6.0,2.8
2020-21,Public Schools in Other Districts,Chaplin School District,,
2020-21,Public Schools in Other Districts,Cheshire School District,8.0,1.6
2020-21,Public Schools in Other Districts,Chester School District,,
2020-21,Public Schools in Other Districts,Clinton School District,11.0,5.1
2020-21,Public Schools in Other Districts,Colchester School District,18.0,5.4
2020-21,Public Schools in Other Districts,Columbia School District,22.0,34.4
2020-21,Public Schools in Other Districts,Cornwall School District,,
2020-21,Public Schools in Other Districts,Coventry School District,11.0,5.1
2020-21,Public Schools in Other Districts,Cromwell School District,20.0,8.6
2020-21,Public Schools in Other Districts,Danbury School District,20.0,1.3
2020-21,Public Schools in Other Districts,Darien School District,,
2020-21,Public Schools in Other Districts,Deep River School District,,
2020-21,Public Schools in Other Districts,Department of Mental Health and Addiction Services,0.0,0.0
2020-21,Public Schools in Other Districts,Derby School District,29.0,10.5
2020-21,Public Schools in Other Districts,East Granby School District,,
2020-21,Public Schools in Other Districts,East Haddam School District,,
2020-21,Public Schools in Other Districts,East Hampton School District,10.0,3.8
2020-21,Public Schools in Other Districts,East Hartford School District,265.0,17.4
2020-21,Public Schools in Other Districts,East Haven School District,69.0,14.4
2020-21,Public Schools in Other Districts,East Lyme School District,15.0,3.9
2020-21,Public Schools in Other Districts,East Windsor School District,13.0,5.9
2020-21,Public Schools in Other Districts,Eastford School District,7.0,21.2
2020-21,Public Schools in Other Districts,Easton School District,,
2020-21,Public Schools in Other Districts,Ellington School District,12.0,3.4
2020-21,Public Schools in Other Districts,Enfield School District,50.0,5.7
2020-21,Public Schools in Other Districts,Essex School District,,
2020-21,Public Schools in Other Districts,Fairfield School District,26.0,1.9
2020-21,Public Schools in Other Districts,Farmington School District,8.0,1.6
2020-21,Public Schools in Other Districts,Franklin School District,7.0,41.2
2020-21,Public Schools in Other Districts,Glastonbury School District,26.0,4.1
2020-21,Public Schools in Other Districts,Granby School District,10.0,3.8
2020-21,Public Schools in Other Districts,Greenwich School District,7.0,0.6
2020-21,Public Schools in Other Districts,Griswold School District,12.0,4.4
2020-21,Public Schools in Other Districts,Groton School District,56.0,7.4
2020-21,Public Schools in Other Districts,Guilford School District,13.0,3.4
2020-21,Public Schools in Other Districts,Hamden School District,183.0,16.4
2020-21,Public Schools in Other Districts,Hampton School District,0.0,0.0
2020-21,Public Schools in Other Districts,Hartford School District,1042.0,25.3
2020-21,Public Schools in Other Districts,Hartland School District,15.0,30.0
2020-21,Public Schools in Other Districts,Hebron School District,,
2020-21,Public Schools in Other Districts,Killingly School District,52.0,13.0
2020-21,Public Schools in Other Districts,Lebanon School District,11.0,7.6
2020-21,Public Schools in Other Districts,Ledyard School District,13.0,3.2
2020-21,Public Schools in Other Districts,Lisbon School District,24.0,28.2
2020-21,Public Schools in Other Districts,Litchfield School District,8.0,5.8
2020-21,Public Schools in Other Districts,Madison School District,10.0,2.8
2020-21,Public Schools in Other Districts,Manchester School District,160.0,14.5
2020-21,Public Schools in Other Districts,Mansfield School District,,
2020-21,Public Schools in Other Districts,Marlborough School District,,
2020-21,Public Schools in Other Districts,Meriden School District,126.0,7.3
2020-21,Public Schools in Other Districts,Middletown School District,24.0,3.7
2020-21,Public Schools in Other Districts,Milford School District,25.0,3.0
2020-21,Public Schools in Other Districts,Monroe School District,17.0,4.1
2020-21,Public Schools in Other Districts,Montville School District,25.0,6.8
2020-21,Public Schools in Other Districts,Naugatuck School District,44.0,5.7
2020-21,Public Schools in Other Districts,New Britain School District,279.0,12.6
2020-21,Public Schools in Other Districts,New Canaan School District,,
2020-21,Public Schools in Other Districts,New Fairfield School District,,
2020-21,Public Schools in Other Districts,New Hartford School District,,
2020-21,Public Schools in Other Districts,New Haven School District,456.0,14.2
2020-21,Public Schools in Other Districts,New London School District,112.0,16.5
2020-21,Public Schools in Other Districts,New Milford School District,12.0,2.1
2020-21,Public Schools in Other Districts,Newington School District,30.0,5.1
2020-21,Public Schools in Other Districts,Newtown School District,19.0,3.3
2020-21,Public Schools in Other Districts,North Branford School District,19.0,7.9
2020-21,Public Schools in Other Districts,North Canaan School District,,
2020-21,Public Schools in Other Districts,North Haven School District,20.0,5.3
2020-21,Public Schools in Other Districts,North Stonington School District,6.0,8.2
2020-21,Public Schools in Other Districts,Norwalk School District,81.0,4.8
2020-21,Public Schools in Other Districts,Norwich School District,337.0,35.1
2020-21,Public Schools in Other Districts,Old Saybrook School District,,
2020-21,Public Schools in Other Districts,Orange School District,,
2020-21,Public Schools in Other Districts,Oxford School District,15.0,7.4
2020-21,Public Schools in Other Districts,Plainfield School District,21.0,6.3
2020-21,Public Schools in Other Districts,Plainville School District,11.0,3.6
2020-21,Public Schools in Other Districts,Plymouth School District,12.0,5.1
2020-21,Public Schools in Other Districts,Pomfret School District,28.0,37.8
2020-21,Public Schools in Other Districts,Portland School District,,
2020-21,Public Schools in Other Districts,Preston School District,22.0,27.5
2020-21,Public Schools in Other Districts,Putnam School District,10.0,4.5
2020-21,Public Schools in Other Districts,Redding School District,,
2020-21,Public Schools in Other Districts,Regional School District 01,,
2020-21,Public Schools in Other Districts,Regional School District 04,,
2020-21,Public Schools in Other Districts,Regional School District 05,21.0,7.1
2020-21,Public Schools in Other Districts,Regional School District 06,,
2020-21,Public Schools in Other Districts,Regional School District 07,6.0,3.5
2020-21,Public Schools in Other Districts,Regional School District 08,20.0,10.2
2020-21,Public Schools in Other Districts,Regional School District 09,,
2020-21,Public Schools in Other Districts,Regional School District 10,28.0,10.2
2020-21,Public Schools in Other Districts,Regional School District 11,11.0,22.0
2020-21,Public Schools in Other Districts,Regional School District 12,0.0,0.0
2020-21,Public Schools in Other Districts,Regional School District 13,,
2020-21,Public Schools in Other Districts,Regional School District 14,,
2020-21,Public Schools in Other Districts,Regional School District 15,17.0,2.8
2020-21,Public Schools in Other Districts,Regional School District 16,6.0,2.4
2020-21,Public Schools in Other Districts,Regional School District 17,8.0,2.7
2020-21,Public Schools in Other Districts,Regional School District 18,,
2020-21,Public Schools in Other Districts,Regional School District 19,6.0,3.7
2020-21,Public Schools in Other Districts,Ridgefield School District,13.0,2.0
2020-21,Public Schools in Other Districts,Rocky Hill School District,10.0,3.1
2020-21,Public Schools in Other Districts,Salem School District,32.0,36.0
2020-21,Public Schools in Other Districts,Salisbury School District,,
2020-21,Public Schools in Other Districts,Scotland School District,,
2020-21,Public Schools in Other Districts,Seymour School District,16.0,5.1
2020-21,Public Schools in Other Districts,Sharon School District,,
2020-21,Public Schools in Other Districts,Shelton School District,29.0,4.4
2020-21,Public Schools in Other Districts,Sherman School District,16.0,29.1
2020-21,Public Schools in Other Districts,Simsbury School District,17.0,2.8
2020-21,Public Schools in Other Districts,Somers School District,9.0,4.4
2020-21,Public Schools in Other Districts,South Windsor School District,23.0,3.9
2020-21,Public Schools in Other Districts,Southington School District,27.0,3.0
2020-21,Public Schools in Other Districts,Sprague School District,27.0,39.1
2020-21,Public Schools in Other Districts,Stafford School District,,
2020-21,Public Schools in Other Districts,Stamford School District,82.0,3.6
2020-21,Public Schools in Other Districts,State Total,6583.0,8.3
2020-21,Public Schools in Other Districts,Sterling School District,26.0,38.2
2020-21,Public Schools in Other Districts,Stonington School District,16.0,5.4
2020-21,Public Schools in Other Districts,Stratford School District,62.0,5.8
2020-21,Public Schools in Other Districts,Suffield School District,6.0,2.3
2020-21,Public Schools in Other Districts,Thomaston School District,12.0,9.0
2020-21,Public Schools in Other Districts,Thompson School District,,
2020-21,Public Schools in Other Districts,Tolland School District,15.0,4.7
2020-21,Public Schools in Other Districts,Torrington School District,89.0,11.7
2020-21,Public Schools in Other Districts,Trumbull School District,36.0,4.3
2020-21,Public Schools in Other Districts,Unified School District #2,0.0,0.0
2020-21,Public Schools in Other Districts,Union School District,,
2020-21,Public Schools in Other Districts,Vernon School District,42.0,7.6
2020-21,Public Schools in Other Districts,Voluntown School District,22.0,37.9
2020-21,Public Schools in Other Districts,Wallingford School District,33.0,3.8
2020-21,Public Schools in Other Districts,Waterbury School District,99.0,2.8
2020-21,Public Schools in Other Districts,Waterford School District,18.0,4.7
2020-21,Public Schools in Other Districts,Watertown School District,15.0,3.6
2020-21,Public Schools in Other Districts,West Hartford School District,43.0,3.2
2020-21,Public Schools in Other Districts,West Haven School District,143.0,12.9
2020-21,Public Schools in Other Districts,Westbrook School District,,
2020-21,Public Schools in Other Districts,Weston School District,,
2020-21,Public Schools in Other Districts,Westport School District,12.0,1.8
2020-21,Public Schools in Other Districts,Wethersfield School District,39.0,7.5
2020-21,Public Schools in Other Districts,Willington School District,,
2020-21,Public Schools in Other Districts,Wilton School District,,
2020-21,Public Schools in Other Districts,Winchester School District,101.0,46.8
2020-21,Public Schools in Other Districts,Windham School District,37.0,5.9
2020-21,Public Schools in Other Districts,Windsor Locks School District,18.0,7.2
2020-21,Public Schools in Other Districts,Windsor School District,107.0,15.1
2020-21,Public Schools in Other Districts,Wolcott School District,9.0,3.0
2020-21,Public Schools in Other Districts,Woodbridge School District,0.0,0.0
2020-21,Public Schools in Other Districts,Woodstock School District,48.0,38.1
2019-20,Private Schools or Other Settings,Andover School District,0.0,0.0
2019-20,Private Schools or Other Settings,Ansonia School District,24.0,4.8
2019-20,Private Schools or Other Settings,Ashford School District,0.0,0.0
2019-20,Private Schools or Other Settings,Avon School District,19.0,5.6
2019-20,Private Schools or Other Settings,Barkhamsted School District,,
2019-20,Private Schools or Other Settings,Berlin School District,23.0,5.7
2019-20,Private Schools or Other Settings,Bethany School District,,
2019-20,Private Schools or Other Settings,Bethel School District,10.0,2.6
2019-20,Private Schools or Other Settings,Bloomfield School District,11.0,2.7
2019-20,Private Schools or Other Settings,Bolton School District,,
2019-20,Private Schools or Other Settings,Bozrah School District,,
2019-20,Private Schools or Other Settings,Branford School District,10.0,2.7
2019-20,Private Schools or Other Settings,Bridgeport School District,152.0,3.7
2019-20,Private Schools or Other Settings,Bristol School District,108.0,6.8
2019-20,Private Schools or Other Settings,Brookfield School District,19.0,5.0
2019-20,Private Schools or Other Settings,Brooklyn School District,12.0,7.4
2019-20,Private Schools or Other Settings,Canaan School District,0.0,0.0
2019-20,Private Schools or Other Settings,Canterbury School District,,
2019-20,Private Schools or Other Settings,Canton School District,10.0,4.9
2019-20,Private Schools or Other Settings,Chaplin School District,,
2019-20,Private Schools or Other Settings,Cheshire School District,16.0,3.1
2019-20,Private Schools or Other Settings,Chester School District,0.0,0.0
2019-20,Private Schools or Other Settings,Clinton School District,,
2019-20,Private Schools or Other Settings,Colchester School District,10.0,2.7
2019-20,Private Schools or Other Settings,Columbia School District,,
2019-20,Private Schools or Other Settings,Cornwall School District,0.0,0.0
2019-20,Private Schools or Other Settings,Coventry School District,,
2019-20,Private Schools or Other Settings,Cromwell School District,14.0,5.8
2019-20,Private Schools or Other Settings,Danbury School District,34.0,2.3
2019-20,Private Schools or Other Settings,Darien School District,27.0,3.5
2019-20,Private Schools or Other Settings,Deep River School District,0.0,0.0
2019-20,Private Schools or Other Settings,Department of Mental Health and Addiction Services,7.0,100.0
2019-20,Private Schools or Other Settings,Derby School District,10.0,3.6
2019-20,Private Schools or Other Settings,East Granby School District,,
2019-20,Private Schools or Other Settings,East Haddam School District,,
2019-20,Private Schools or Other Settings,East Hampton School District,,
2019-20,Private Schools or Other Settings,East Hartford School District,27.0,1.9
2019-20,Private Schools or Other Settings,East Haven School District,23.0,4.8
2019-20,Private Schools or Other Settings,East Lyme School District,6.0,1.6
2019-20,Private Schools or Other Settings,East Windsor School District,12.0,5.7
2019-20,Private Schools or Other Settings,Eastford School District,,
2019-20,Private Schools or Other Settings,Easton School District,,
2019-20,Private Schools or Other Settings,Ellington School District,,
2019-20,Private Schools or Other Settings,Enfield School District,55.0,6.0
2019-20,Private Schools or Other Settings,Essex School District,,
2019-20,Private Schools or Other Settings,Fairfield School District,49.0,3.6
2019-20,Private Schools or Other Settings,Farmington School District,13.0,2.7
2019-20,Private Schools or Other Settings,Franklin School District,,
2019-20,Private Schools or Other Settings,Glastonbury School District,20.0,3.0
2019-20,Private Schools or Other Settings,Granby School District,9.0,3.5
2019-20,Private Schools or Other Settings,Greenwich School District,32.0,3.0
2019-20,Private Schools or Other Settings,Griswold School District,7.0,2.6
2019-20,Private Schools or Other Settings,Groton School District,30.0,3.9
2019-20,Private Schools or Other Settings,Guilford School District,22.0,6.0
2019-20,Private Schools or Other Settings,Hamden School District,101.0,8.9
2019-20,Private Schools or Other Settings,Hartford School District,447.0,10.8
2019-20,Private Schools or Other Settings,Hartland School District,0.0,0.0
2019-20,Private Schools or Other Settings,Hebron School District,0.0,0.0
2019-20,Private Schools or Other Settings,Killingly School District,28.0,6.9
2019-20,Private Schools or Other Settings,Lebanon School District,10.0,6.6
2019-20,Private Schools or Other Settings,Ledyard School District,11.0,2.5
2019-20,Private Schools or Other Settings,Lisbon School District,,
2019-20,Private Schools or Other Settings,Litchfield School District,6.0,4.1
2019-20,Private Schools or Other Settings,Madison School District,12.0,3.1
2019-20,Private Schools or Other Settings,Manchester School District,64.0,5.7
2019-20,Private Schools or Other Settings,Mansfield School District,,
2019-20,Private Schools or Other Settings,Marlborough School District,0.0,0.0
2019-20,Private Schools or Other Settings,Meriden School District,50.0,2.9
2019-20,Private Schools or Other Settings,Middletown School District,93.0,13.8
2019-20,Private Schools or Other Settings,Milford School District,44.0,5.3
2019-20,Private Schools or Other Settings,Monroe School District,16.0,3.9
2019-20,Private Schools or Other Settings,Montville School District,19.0,4.9
2019-20,Private Schools or Other Settings,Naugatuck School District,15.0,1.9
2019-20,Private Schools or Other Settings,New Britain School District,56.0,2.5
2019-20,Private Schools or Other Settings,New Canaan School District,13.0,2.5
2019-20,Private Schools or Other Settings,New Fairfield School District,6.0,1.9
2019-20,Private Schools or Other Settings,New Hartford School District,,
2019-20,Private Schools or Other Settings,New Haven School District,111.0,3.4
2019-20,Private Schools or Other Settings,New London School District,51.0,7.5
2019-20,Private Schools or Other Settings,New Milford School District,21.0,3.7
2019-20,Private Schools or Other Settings,Newington School District,26.0,4.7
2019-20,Private Schools or Other Settings,Newtown School District,21.0,3.7
2019-20,Private Schools or Other Settings,Norfolk School District,,
2019-20,Private Schools or Other Settings,North Branford School District,8.0,3.0
2019-20,Private Schools or Other Settings,North Canaan School District,0.0,0.0
2019-20,Private Schools or Other Settings,North Haven School District,19.0,5.1
2019-20,Private Schools or Other Settings,North Stonington School District,,
2019-20,Private Schools or Other Settings,Norwalk School District,55.0,3.3
2019-20,Private Schools or Other Settings,Norwich School District,109.0,11.2
2019-20,Private Schools or Other Settings,Old Saybrook School District,12.0,6.8
2019-20,Private Schools or Other Settings,Orange School District,,
2019-20,Private Schools or Other Settings,Oxford School District,10.0,5.1
2019-20,Private Schools or Other Settings,Plainfield School District,20.0,5.8
2019-20,Private Schools or Other Settings,Plainville School District,11.0,3.7
2019-20,Private Schools or Other Settings,Plymouth School District,10.0,4.1
2019-20,Private Schools or Other Settings,Pomfret School District,9.0,13.2
2019-20,Private Schools or Other Settings,Portland School District,10.0,5.6
2019-20,Private Schools or Other Settings,Preston School District,,
